Movie Name,IMDB Rating,Rotten Tomatoes Users,Rotten Tomatoes Critics,Metacritic Users,Metacritic Critics
Smilla's Sense of Snow,6.3,5.7,5.3,7.8,4.5
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,6.0,6.7,3.5,6.8,4.5
Pride and Prejudice and Zombies,5.8,4.5,4.6,5.5,4.5
Two Night Stand,6.5,4.5,3.8,6.4,4.5
Surrogates,6.3,3.8,3.7,5.9,4.5
Evita,6.3,6.8,6.4,7.8,4.5
Fanboys,6.7,5.7,3.2,7.7,4.5
Novocaine,5.8,3.8,3.8,6.8,4.5
Kicking & Screaming,5.6,4.3,4.1,8.4,4.5
Hesher,6.9,6.1,5.5,7.0,4.5
Descent,7.3,3.3,3.5,6.5,4.5
The Chamber,6.0,1.9,3.3,7.1,4.5
Smokin' Aces,6.6,6.2,3.0,6.2,4.5
Our Father,6.3,6.7,4.2,,7.0
Secret in Their Eyes,6.3,4.1,3.9,5.6,4.5
Mean Machine,6.4,7.2,3.4,7.9,4.5
Cocoon: The Return,5.4,3.4,3.1,6.0,4.5
Ace Ventura: When Nature Calls,6.4,7.2,2.1,6.8,4.5
Rampage,5.5,7.2,5.1,5.7,4.5
The Expendables,8.4,6.4,4.2,6.4,4.5
Adventures in Babysitting,6.9,6.6,8.6,6.5,4.5
S.W.A.T.,6.7,5.2,4.8,7.9,4.5
How to Lose a Guy in 10 Days,6.5,7.7,4.2,6.6,4.5
The Kid,8.2,4.7,4.4,6.4,4.5
Mad City,6.3,4.2,3.6,6.3,4.5
Foul Play,6.5,6.8,7.4,7.4,4.5
Above the Law,6.0,4.8,5.0,5.8,4.5
Levity,6.4,4.7,3.4,6.2,4.5
The Scorpion King,5.5,3.7,4.1,5.4,4.5
Bangkok Dangerous,6.5,6.2,5.1,4.2,4.5
Rules of Engagement,7.0,5.5,3.7,6.5,4.5
Legends of the Fall,7.5,8.7,5.7,7.0,4.5
Cherry,5.4,6.7,6.4,7.2,4.4
Wild Horses,4.8,1.6,1.7,5.3,4.4
K-9,6.0,4.4,3.0,6.5,4.4
School for Scoundrels,7.3,5.2,2.7,7.7,4.4
Kate & Leopold,6.4,6.2,5.2,8.5,4.4
Chaos Theory,6.8,5.8,3.0,7.3,4.4
Pearl Harbor,6.2,6.6,2.4,5.6,4.4
Brokedown Palace,6.4,6.6,3.1,6.2,4.4
Kingsman: The Golden Circle,6.7,6.4,5.0,6.4,4.4
The Legend of Tarzan,6.7,5.8,3.5,6.1,4.4
By the Sea,5.7,2.8,3.5,5.6,4.4
Rapture-Palooza,5.2,2.9,2.4,5.3,4.4
Stomp the Yard,5.4,8.2,2.7,6.9,4.4
Kidnap,7.0,5.0,3.5,5.2,4.4
Henry Poole Is Here,6.4,5.2,4.0,7.0,4.4
Vatel,6.6,6.1,3.1,6.7,4.4
The Brothers Grimsby,6.2,4.1,3.6,6.0,4.4
Hyena Road,6.5,5.9,5.7,5.9,4.4
Hotel Transylvania 2,6.6,6.3,5.5,7.1,4.4
Two Weeks,6.4,6.6,1.9,7.3,4.4
Hostage,4.8,6.2,3.5,8.5,4.4
Second Best,6.8,7.9,10.0,6.8,4.4
Walking Tall,6.9,7.0,7.5,,6.0
Schizopolis,6.7,8.0,6.5,5.9,4.4
Renaissance Man,6.2,5.3,1.2,6.9,4.4
Delivery Man,6.8,4.7,4.0,6.2,4.4
Faster,7.7,9.0,5.3,6.5,4.4
Last Action Hero,6.5,4.7,3.8,8.4,4.4
It Runs in the Family,5.5,2.9,2.9,5.1,4.4
Plunkett & Macleane,6.4,6.7,2.4,7.9,4.4
Twilight Zone: The Movie,6.4,5.5,5.9,6.8,4.4
"See No Evil, Hear No Evil",6.8,7.2,2.7,7.2,4.4
Robin Hood: Men in Tights,6.7,8.1,4.1,6.2,4.4
Girl 6,5.3,3.6,3.9,6.3,4.4
We're the Millers,7.0,7.2,4.9,7.0,4.4
Mary Reilly,5.8,4.0,2.6,6.8,4.4
What Dreams May Come,7.0,8.4,5.2,6.9,4.4
Barney's Great Adventure,3.2,4.4,3.2,8.1,4.4
Firefox,5.9,4.2,3.8,5.5,4.4
13 Sins,6.3,4.5,6.4,6.7,4.4
Batman v Superman: Dawn of Justice,6.5,6.3,2.9,7.1,4.4
This Is Where I Leave You,6.6,6.0,4.4,6.6,4.4
Mortal Kombat,5.8,5.7,4.5,6.2,4.4
Bridget Jones: The Edge of Reason,6.0,6.0,2.7,7.2,4.4
Raw Deal,7.2,2.9,3.1,6.6,4.4
Jobs,7.3,4.0,2.8,5.2,4.4
Southland Tales,5.3,4.1,4.1,6.1,4.4
Nina's Heavenly Delights,6.3,6.4,1.6,4.2,4.4
Devil,8.9,4.3,4.9,8.3,4.4
Superman III,5.0,2.3,3.0,4.6,4.4
Along Came Polly,6.0,4.7,2.7,8.0,4.4
America's Sweethearts,5.7,4.0,3.2,5.6,4.4
Snow Falling on Cedars,6.7,6.7,3.9,6.1,4.4
Killer Elite,6.4,4.2,2.8,5.8,4.4
Blood,4.8,5.7,5.4,,5.5
Eagle Eye,6.6,6.2,2.6,6.7,4.3
Racing Stripes,5.2,4.2,3.5,6.1,4.3
Teknolust,5.3,4.1,3.0,7.2,4.3
Malibu's Most Wanted,5.2,5.4,3.1,8.0,4.3
Under Suspicion,6.2,4.8,4.9,3.9,4.3
Palmetto,6.1,3.1,3.7,7.0,4.3
City Slickers II: The Legend of Curly's Gold,5.6,3.1,1.5,6.2,4.3
Madison,7.0,5.0,3.0,5.1,4.3
Catch and Release,5.9,5.5,2.2,7.9,4.3
Jersey Girl,6.0,4.8,4.3,7.6,4.3
Suicide Kings,6.9,7.4,3.3,8.3,4.3
Fathers' Day,4.5,2.5,2.5,5.5,4.3
Hot Rod,5.9,6.4,3.9,8.0,4.3
The Angry Birds Movie,6.3,4.6,4.3,6.4,4.3
Equals,5.7,4.2,3.6,6.4,4.3
MacGruber,7.1,3.5,4.7,6.4,4.3
Anything Else,6.3,4.4,4.0,5.8,4.3
American Pie 2,6.4,6.8,5.2,5.1,4.3
The Beach,6.7,5.7,2.1,8.1,4.3
Redemption,5.7,3.8,4.8,8.3,4.3
Paycheck,6.3,4.5,2.7,8.0,4.3
Kingpin,6.9,6.9,4.9,8.0,4.3
Dear John,6.4,5.5,2.9,6.2,4.3
Youth Without Youth,6.1,4.4,3.3,6.7,4.3
The Lady,6.5,6.2,3.6,6.6,4.3
Hocus Pocus,5.4,7.2,3.8,7.5,4.3
Women in Trouble,6.4,2.8,2.9,6.7,4.3
Freedomland,5.2,2.5,2.3,5.1,4.3
Meet Dave,5.1,3.5,2.0,5.4,4.3
Needful Things,6.2,4.4,3.1,6.3,4.3
Violet & Daisy,6.0,3.4,2.2,6.8,4.3
American Wedding,6.3,6.3,5.3,7.4,4.3
Death Race,6.2,6.0,4.2,6.8,4.3
The Forgotten,5.9,3.6,3.1,7.6,4.3
Instinct,6.4,6.7,2.6,6.9,4.3
Eternal,4.8,4.0,1.8,5.8,4.3
Miss Meadows,5.8,3.6,2.5,6.3,4.3
Conan the Barbarian,6.9,7.4,6.6,8.0,4.3
Monte Carlo,6.7,5.0,4.0,7.6,4.3
Dante's Peak,6.0,3.8,2.8,5.9,4.3
Spread,5.8,2.8,2.2,5.3,4.3
A Dog's Purpose,7.2,7.3,3.5,6.3,4.3
Miss Congeniality,6.3,6.9,4.1,3.9,4.3
Meet Joe Black,7.2,8.1,4.5,5.8,4.3
M. Butterfly,6.7,6.7,4.3,6.8,4.3
Death Note,7.5,8.2,7.8,3.1,4.3
Glass,7.8,6.7,3.7,6.5,4.3
Feast,5.2,5.9,5.5,7.5,4.3
Recess: School's Out,6.5,5.6,6.0,7.2,4.3
Cruising,6.5,4.8,5.0,7.6,4.3
D.E.B.S.,6.3,5.6,4.2,6.5,4.2
Office Christmas Party,5.9,4.0,4.0,5.0,4.2
G,5.3,6.0,2.7,5.5,4.2
Bones,6.1,4.0,2.5,7.3,4.2
Wet Hot American Summer,6.5,7.5,3.8,6.6,4.2
Drive Me Crazy,5.8,5.3,2.7,8.2,4.2
Joe Somebody,5.5,2.7,2.1,7.8,4.2
The Adderall Diaries,5.2,2.7,2.5,6.4,4.2
Trade,5.4,7.4,3.3,5.8,4.2
Gun Shy,6.8,3.6,2.6,8.4,4.2
Total Eclipse,6.5,6.1,2.2,5.3,4.2
Burnt,8.2,4.5,2.8,5.8,4.2
Two Weeks Notice,6.1,5.9,4.2,7.3,4.2
Jackass: The Movie,6.6,7.5,4.9,7.2,4.2
Jurassic Park III,5.9,3.6,4.9,6.2,4.2
Let It Snow,5.5,4.6,8.1,7.7,4.2
Psycho Beach Party,6.0,6.6,5.6,7.4,4.2
Against All Odds,6.6,4.5,6.4,8.4,4.2
Stargate,7.0,7.3,5.2,7.6,4.2
Parker,4.0,4.8,4.1,7.9,4.2
Daddy's Home,9.7,4.9,3.0,8.0,4.2
Anna,7.0,8.1,3.3,6.8,4.2
Bicentennial Man,6.9,5.9,3.6,7.8,4.2
Superstar,6.3,5.9,3.2,1.6,4.2
Austenland,6.3,5.4,3.2,5.5,4.2
Harry and the Hendersons,6.1,5.4,4.5,6.5,4.2
The Family,6.3,7.5,7.1,6.2,4.2
Albatross,5.3,3.9,5.4,4.6,4.2
Underworld,7.5,8.7,8.9,8.6,4.2
Trapped,6.1,8.0,8.5,7.9,4.2
Armageddon,6.8,7.3,3.8,6.3,4.2
Lost in Space,7.2,2.4,2.7,6.1,4.2
Transformers: Dark of the Moon,6.2,5.5,3.5,5.8,4.2
Along Came a Spider,6.4,5.3,3.2,6.5,4.2
Night at the Museum: Battle of the Smithsonian,6.0,4.7,4.4,5.7,4.2
Abraham Lincoln: Vampire Hunter,5.9,5.0,3.3,5.8,4.2
Orphan,7.2,5.8,3.8,8.6,4.2
RoboCop 2,5.8,3.6,2.8,7.0,4.2
Persuasion,6.5,8.4,8.7,4.0,4.2
Fire in the Sky,6.5,5.7,4.8,6.8,4.2
Next,7.4,5.3,2.8,6.0,4.2
Take Me Home Tonight,6.3,4.2,2.8,6.3,4.2
Heavyweights,6.6,7.7,2.9,7.8,4.2
A Bad Moms Christmas,5.6,4.3,3.2,4.8,4.2
The Star,7.0,7.0,4.3,3.0,4.2
Hope Floats,6.0,7.2,2.7,7.1,4.2
Blank Check,5.3,3.4,0.9,5.5,4.2
Courageous,6.9,8.6,3.6,7.6,4.2
Return to Oz,5.5,7.1,5.6,7.7,4.2
Bubble Boy,5.7,4.8,3.1,7.5,4.1
Celebrity,6.8,4.2,4.2,6.1,4.1
Holy Man,4.9,2.4,1.2,5.8,4.1
Lionheart,5.8,5.2,3.9,6.3,4.1
Knowing,8.3,4.2,3.4,6.1,4.1
Journey 2: The Mysterious Island,5.7,5.9,4.4,5.8,4.1
Beverly Hills Chihuahua,3.9,5.1,4.0,4.1,4.1
Larry Crowne,6.1,4.1,3.7,5.8,4.1
John Tucker Must Die,5.7,6.9,2.7,5.7,4.1
What to Expect When You're Expecting,7.7,4.7,2.3,7.9,4.1
Next Friday,6.1,7.6,2.1,6.3,4.1
Big Daddy,5.8,7.4,3.9,7.7,4.1
Crocodile Dundee II,5.7,3.8,0.9,5.8,4.1
Candyman: Farewell to the Flesh,5.2,3.0,2.2,4.4,4.1
Battleship,6.4,5.4,3.3,4.9,4.1
Torque,4.1,4.1,2.2,7.9,4.1
What a Girl Wants,5.8,6.2,3.6,6.6,4.1
Mallrats,7.0,8.2,5.8,8.3,4.1
Tango & Cash,6.4,5.2,3.1,6.6,4.1
Marlowe,6.4,5.2,6.3,4.8,4.1
Little Ashes,6.4,4.9,2.4,8.1,4.1
The Purge,7.4,3.6,4.0,5.3,4.1
Resident Evil: Extinction,6.2,5.8,2.4,7.0,4.1
Stand Up Guys,6.4,4.6,3.6,7.9,4.1
Good Burger,5.8,6.3,3.3,7.5,4.1
Hellbound: Hellraiser II,6.4,5.8,5.0,8.4,4.1
Ride Along,7.7,5.8,1.8,5.6,4.1
Mr. Woodcock,5.2,3.2,1.4,7.6,4.1
Crisis,6.4,4.6,7.1,6.7,4.1
Alvin and the Chipmunks: The Squeakquel,4.5,4.9,2.1,4.6,4.1
Dragon Blade,5.9,3.9,3.5,6.0,4.1
Meet the Fockers,6.3,5.8,3.8,7.3,4.1
Agent Cody Banks,5.1,3.2,3.8,5.7,4.1
Woman on Top,5.3,4.3,3.5,8.5,4.1
First Sunday,4.6,5.6,1.2,5.8,4.1
Olympus Has Fallen,6.5,6.6,5.0,5.8,4.1
Kick-Ass 2,5.8,5.7,3.2,6.9,4.1
Stay,6.7,7.0,2.6,,4.8
Phenomenon,6.4,5.9,4.9,8.0,4.1
Spun,6.7,7.5,3.7,8.3,4.1
Village of the Damned,7.3,2.7,3.0,5.9,4.1
Career Opportunities,5.8,3.7,3.9,5.6,4.1
Drillbit Taylor,5.7,4.4,2.6,6.3,4.1
Stoned,6.6,4.4,1.6,6.0,4.1
What Planet Are You From?,5.6,2.8,4.2,6.6,4.1
Supergirl,4.4,2.6,0.8,4.5,4.1
Dune,6.3,6.5,4.3,6.3,4.1
One Eight Seven,6.6,6.8,3.0,6.7,4.1
Passengers,6.2,3.5,1.9,6.9,4.1
Sabotage,7.0,6.9,9.2,,8.5
G-Force,5.1,3.9,2.2,4.5,4.1
Fear and Loathing in Las Vegas,7.5,8.9,5.0,7.7,4.1
The Chumscrubber,6.9,7.5,3.7,6.6,4.1
Four Christmases,5.7,4.7,2.5,7.3,4.1
Mojave,7.0,3.0,3.2,4.8,4.1
Nowhere to Run,6.7,3.2,3.6,6.3,4.1
White Chicks,5.8,5.5,1.5,6.6,4.1
Chappie,6.8,5.6,3.2,7.2,4.1
Hop,6.9,5.3,2.4,4.8,4.1
Final Destination 3,5.8,5.7,4.3,6.2,4.1
Priest,7.1,8.3,6.4,5.2,4.1
House of Wax,7.0,4.3,2.7,7.9,4.1
Outlander,6.2,4.4,3.5,7.5,4.0
The Hunted,6.5,4.6,2.9,8.3,4.0
Jakob the Liar,6.5,6.3,2.9,7.1,4.0
Mighty Morphin Power Rangers: The Movie,7.5,5.6,3.2,6.5,4.0
Gangster Squad,6.7,5.7,3.0,6.2,4.0
Better Living Through Chemistry,7.5,3.8,2.2,5.9,4.0
Lethal Weapon 3,6.7,6.1,5.8,6.7,4.0
Paranormal Activity 4,4.6,3.4,2.3,4.7,4.0
Vantage Point,6.6,5.7,3.4,6.8,4.0
Barb Wire,6.2,1.4,2.8,6.2,4.0
Halloween II,6.5,4.4,2.3,8.0,4.0
Table 19,5.8,4.0,2.6,5.9,4.0
Fletch Lives,6.1,5.5,3.7,6.9,4.0
Nightwatch,7.2,8.0,6.0,2.0,4.0
Suicide Squad,4.3,5.8,2.6,5.9,4.0
Appleseed,6.3,7.4,2.5,6.9,4.0
Nightbreed,6.5,6.0,4.8,6.8,4.0
65,5.4,6.4,3.4,4.4,4.0
Fireworks,7.0,6.0,4.3,4.1,4.0
Max Keeble's Big Move,5.4,3.8,2.9,7.2,4.0
Amy,6.4,8.7,9.5,7.3,4.0
Beneath,5.3,1.9,3.8,5.7,4.0
Over the Top,6.1,4.9,3.2,6.8,4.0
Monkeybone,4.8,2.7,2.0,7.8,4.0
3 Days to Kill,6.2,4.3,2.7,5.7,4.0
Wicker Park,6.9,7.9,2.7,8.4,4.0
Double Jeopardy,6.3,6.1,2.8,4.8,4.0
Good,6.1,3.2,3.3,4.9,4.0
Remember Me,6.8,6.9,2.6,7.6,4.0
Phantom,6.7,4.4,2.5,5.4,4.0
Fantastic Four,6.6,4.5,2.8,6.3,4.0
Deliver Us From Evil,9.9,7.8,9.4,5.9,4.0
Teenage Mutant Ninja Turtles III,4.8,3.4,1.9,5.2,4.0
Alexander,4.9,3.5,1.6,5.3,4.0
Scary Movie 4,5.1,5.1,3.4,5.8,4.0
Bulletproof Monk,5.4,3.8,2.3,7.9,4.0
Clockstoppers,5.2,3.0,2.9,6.3,4.0
How to Kill Your Neighbor's Dog,6.8,7.4,5.9,6.8,4.0
Deep Impact,6.2,4.3,4.4,5.8,4.0
Fire Down Below,6.0,3.6,1.4,5.2,4.0
National Treasure,6.9,7.6,4.6,6.9,4.0
Shrink,5.5,5.0,2.7,6.1,4.0
Three Fugitives,6.2,5.0,1.4,6.3,4.0
Domino,7.0,1.7,3.2,4.5,4.0
Aloha,5.8,2.8,2.0,4.3,4.0
Teenage Mutant Ninja Turtles: Out of the Shadows,6.7,4.6,3.7,5.7,4.0
Insidious: Chapter 2,6.5,5.7,3.8,6.7,4.0
Mine,6.6,4.4,1.7,6.1,4.0
Wild Card,5.3,2.9,3.1,5.3,4.0
Pay It Forward,7.2,7.7,3.9,8.1,4.0
Double Impact,5.6,4.2,3.3,5.9,4.0
Sandy Wexler,5.2,4.0,2.7,4.4,4.0
Poltergeist III,4.7,2.2,1.6,5.6,4.0
Man on a Ledge,5.5,5.2,3.1,6.3,4.0
Jack Frost,6.6,3.1,1.7,7.5,4.0
Porky's,6.2,5.7,3.4,6.8,4.0
Duets,6.1,4.9,2.1,7.6,4.0
Peaceful Warrior,7.2,7.6,2.5,7.6,4.0
Butter,6.6,4.4,3.4,6.3,4.0
Beastly,5.5,4.8,2.1,5.6,4.0
X-Men Origins: Wolverine,6.5,5.8,3.8,5.4,4.0
Slumberland,8.7,8.5,4.0,6.4,4.0
Brick Mansions,5.6,4.7,2.6,5.5,4.0
Dracula Untold,6.2,5.8,2.5,6.4,4.0
Green Lantern,5.5,4.5,2.6,6.0,3.9
Inhale,8.8,4.6,3.8,6.6,3.9
Angel Eyes,4.3,4.6,3.2,7.9,3.9
Simon Birch,6.8,7.7,4.4,6.3,3.9
Exorcist II: The Heretic,3.8,1.3,1.0,3.2,3.9
Percy Jackson: Sea of Monsters,7.1,5.4,4.2,5.0,3.9
Swing Kids,6.7,7.9,5.6,8.3,3.9
Jumanji,7.1,6.2,5.2,7.7,3.9
Dark Places,5.7,3.3,2.3,6.2,3.9
Dirty Dancing: Havana Nights,5.9,7.3,2.3,7.3,3.9
Captain Ron,5.8,5.2,2.6,6.7,3.9
Clue,7.2,8.6,6.8,8.1,3.9
Why Him?,6.2,5.1,3.9,7.8,3.9
Zipper,5.7,2.7,2.0,5.1,3.9
St. Trinian's,5.8,5.5,3.1,5.6,3.9
Bringing Down the House,5.6,4.9,3.4,6.3,3.9
Bait,4.4,4.1,2.6,3.9,3.9
Life as We Know It,7.1,6.1,3.0,5.6,3.9
Zoe,6.3,5.9,3.2,6.5,3.9
Queen of the Desert,5.7,3.5,1.8,4.4,3.9
Flashdance,6.2,6.1,3.5,6.4,3.9
Alvin and the Chipmunks,5.2,6.4,2.8,5.5,3.9
Man of the Year,5.1,2.0,2.4,5.2,3.9
Silk,3.9,2.9,0.7,5.6,3.9
The Darkest Minds,5.7,7.2,1.5,5.7,3.9
Virtuosity,5.5,3.2,3.2,1.5,3.9
"As Above, So Below",7.7,4.0,2.8,6.3,3.9
Resident Evil: Retribution,5.3,5.1,2.8,5.6,3.9
Daddy Day Care,5.6,4.8,2.7,5.8,3.9
Creepshow 2,6.0,4.1,2.9,7.0,3.9
Legendary,8.1,5.9,2.0,6.6,3.9
Police Academy 2: Their First Assignment,5.8,4.3,2.9,7.0,3.9
Down Periscope,6.1,6.2,1.1,8.3,3.9
Runaway Bride,5.6,5.3,4.6,8.0,3.9
But I'm a Cheerleader,6.8,7.4,4.2,7.7,3.9
Message in a Bottle,6.2,6.6,3.2,6.9,3.9
Tammy,7.0,3.6,2.4,3.0,3.9
P.S. I Love You,7.7,8.0,2.5,6.9,3.9
Freddy's Dead: The Final Nightmare,4.7,3.2,2.3,4.7,3.9
Annie,6.6,6.9,4.9,6.3,3.9
Pirates of the Caribbean: Dead Men Tell No Tales,7.4,6.0,3.0,6.2,3.9
Fat Albert,4.4,4.4,2.3,6.5,3.9
Reign of Fire,6.2,4.9,4.2,6.2,3.9
Exit Wounds,5.6,4.5,3.3,7.8,3.9
Stage Fright,5.8,2.7,3.7,7.9,3.9
Planet 51,6.0,4.0,2.3,5.3,3.9
Underworld: Awakening,6.3,6.2,2.5,6.3,3.9
August,6.5,2.3,3.6,6.5,3.9
Planes,8.2,4.9,2.5,4.0,3.9
The Runner,6.1,2.2,2.4,5.0,3.9
After the Sunset,6.2,5.2,1.8,7.8,3.8
Wild Wild West,4.9,2.8,1.6,6.7,3.8
Sister Act 2: Back in the Habit,5.7,6.1,1.8,6.8,3.8
Entourage,6.8,5.7,3.3,5.2,3.8
Terminator Genisys,6.3,5.2,2.6,5.8,3.8
Eragon,5.1,4.6,1.6,3.5,3.8
Bad Boys II,6.6,7.8,2.3,4.1,3.8
Empire,7.9,6.2,2.1,5.3,3.8
The Green Inferno,5.3,2.9,3.8,4.8,3.8
Summer Rental,6.3,5.1,1.7,7.5,3.8
Sleepwalkers,5.3,3.1,2.9,7.7,3.8
Balls of Fury,5.3,3.3,2.1,4.9,3.8
Never Die Alone,5.6,6.1,2.6,7.0,3.8
Radio,6.4,7.9,3.5,8.1,3.8
Just Visiting,5.7,5.3,3.3,7.3,3.8
No Escape,5.9,6.2,4.8,6.4,3.8
Gigantic,7.6,3.4,3.5,5.2,3.8
Confessions of a Shopaholic,5.8,4.9,2.7,5.1,3.8
Goats,4.5,3.9,1.9,7.4,3.8
Paparazzi,6.5,3.8,1.8,2.1,3.8
Raising Helen,6.0,6.1,2.5,6.3,3.8
Laws of Attraction,5.8,4.7,1.8,5.9,3.8
Nutty Professor II: The Klumps,4.5,3.3,2.7,5.7,3.8
Backdraft,6.7,7.5,7.4,8.0,3.8
Bad Santa 2,5.6,3.4,2.3,5.4,3.8
12 Rounds,6.3,4.5,3.1,5.0,3.8
Sliver,5.1,2.8,1.5,0.9,3.8
BASEketball,6.5,7.4,4.1,7.2,3.8
The Ward,6.4,2.6,3.3,7.1,3.8
Think Like a Man Too,5.7,5.9,2.3,3.9,3.8
August Rush,7.4,8.2,3.7,7.5,3.8
2 Fast 2 Furious,5.9,5.0,3.6,7.4,3.8
I Don't Know How She Does It,5.0,3.2,1.7,3.5,3.8
And So It Goes,6.0,4.0,1.8,6.1,3.8
Scrooged,6.9,7.1,6.9,8.0,3.8
Death to Smoochy,6.3,6.6,4.2,7.4,3.8
Dad's Army,8.1,3.6,3.1,5.9,3.8
Porky's II: The Next Day,5.0,4.0,1.1,5.6,3.8
Murder Mystery,6.1,4.4,4.4,5.4,3.8
Blade: Trinity,5.8,5.8,2.4,3.1,3.8
I Am,7.3,8.0,3.6,5.4,3.8
Cell,6.2,1.7,1.1,3.5,3.8
Final Destination 2,6.2,5.8,4.8,4.3,3.8
Little Nicky,5.3,5.5,2.1,7.6,3.8
Random Hearts,5.3,2.4,1.5,4.8,3.8
Gothika,5.8,4.5,1.4,6.5,3.8
Psychopaths,7.2,1.4,2.4,4.0,3.7
Made of Honor,5.8,5.5,1.6,5.1,3.7
Reindeer Games,5.8,2.7,2.5,1.6,3.7
Paper Man,5.9,4.8,3.2,6.4,3.7
Ace Ventura: Pet Detective,6.9,5.7,4.8,7.1,3.7
Striptease,7.9,2.4,1.4,5.6,3.7
Dirty,6.5,4.2,2.1,5.1,3.7
Underdog,7.2,4.2,1.5,5.9,3.7
Knock Off,4.8,2.6,1.0,4.9,3.7
Annapolis,7.5,6.0,1.0,5.0,3.7
Baywatch,5.4,6.1,1.7,4.7,3.7
Another Gay Movie,5.0,6.1,5.0,6.4,3.7
Anaconda,4.9,2.4,4.0,7.9,3.7
Inescapable,4.2,2.6,1.7,5.6,3.7
My Big Fat Greek Wedding 2,6.0,5.3,2.7,5.3,3.7
Freddy vs. Jason,5.7,5.0,4.2,8.3,3.7
Be Cool,5.6,4.2,3.0,7.5,3.7
Brewster's Millions,6.5,5.5,3.5,6.7,3.7
Resident Evil: Afterlife,5.8,4.8,2.1,6.0,3.7
Son of God,7.2,7.3,2.0,4.1,3.7
Serenity,8.3,9.1,8.2,4.7,3.7
The Crew,4.0,3.4,2.0,4.5,3.7
Fools Rush In,6.3,6.4,3.4,7.5,3.7
All the King's Men,7.4,4.0,1.1,5.6,3.7
Fist Fight,5.8,4.0,2.5,5.3,3.7
Haven,6.2,6.0,1.5,5.8,3.7
Mercury Rising,6.1,4.0,2.1,6.4,3.7
Analyze That,5.9,3.9,2.7,5.3,3.7
Garfield: A Tail of Two Kitties,5.0,4.3,1.2,5.6,3.7
Shutter,4.9,3.3,1.1,7.6,3.7
Honey,5.7,6.7,10.0,,7.5
The Nut Job,5.7,4.3,1.3,4.2,3.7
Battle: Los Angeles,4.9,4.8,3.7,5.8,3.7
Child's Play 2,5.9,5.0,4.0,8.2,3.7
Suspect Zero,5.8,3.8,1.8,5.4,3.7
Cold Creek Manor,5.0,2.3,1.2,7.5,3.7
Only God Forgives,5.7,3.7,4.1,7.8,3.7
The Cloverfield Paradox,5.5,4.2,2.2,5.3,3.7
You Got Served,3.8,6.9,1.4,6.4,3.7
Lethal Weapon 4,6.6,6.4,5.2,7.7,3.7
Cutthroat Island,5.7,4.0,3.9,6.8,3.7
Speed Racer,7.2,6.0,4.1,7.9,3.7
Seven Pounds,7.6,7.5,2.7,5.8,3.6
Little Black Book,5.3,3.7,2.2,8.5,3.6
Poolhall Junkies,6.8,8.7,3.3,8.4,3.6
Three to Tango,6.1,4.9,2.8,8.1,3.6
Bird on a Wire,6.0,4.1,2.6,5.4,3.6
Returner,6.4,6.5,3.6,6.8,3.6
Biker Boyz,4.6,5.4,2.2,6.5,3.6
Abandon,4.8,3.1,1.6,5.0,3.6
Shanghai,6.1,3.7,0.4,6.3,3.6
War,8.8,8.0,7.1,8.1,3.6
Employee of the Month,6.1,5.2,1.1,5.2,3.6
Thunderbirds,5.9,3.7,1.9,7.3,3.6
Amy's Orgasm,5.3,3.4,2.6,7.5,3.6
Big Fat Liar,5.5,4.4,4.5,7.7,3.6
Final Destination,6.7,6.8,3.5,8.5,3.6
Hard Rain,5.9,3.4,3.1,5.8,3.6
Victor Frankenstein,5.9,3.5,2.6,5.5,3.6
The Jackal,6.4,5.1,2.4,6.8,3.6
Diary of a Mad Black Woman,5.7,8.6,1.6,7.0,3.6
Are We Done Yet?,4.3,2.9,0.8,4.0,3.6
Underworld: Evolution,6.7,7.2,1.7,8.5,3.6
Three O'Clock High,7.1,7.3,5.7,7.8,3.6
Sex Tape,7.0,3.3,1.6,3.1,3.6
Gone,7.1,2.0,5.4,5.7,3.6
Body Shots,4.9,2.8,1.1,7.9,3.6
3 Ninjas,5.3,5.3,3.2,6.2,3.6
Pan,6.5,4.0,2.6,5.1,3.6
Parental Guidance,7.5,5.9,1.8,5.1,3.6
Righteous Kill,6.0,3.7,1.8,4.9,3.6
6 Days,4.7,4.7,6.3,7.0,3.6
Assassin's Creed,8.0,4.2,1.9,6.0,3.6
My Name Is Bruce,6.1,4.8,3.8,6.9,3.6
Cradle 2 the Grave,5.8,5.2,2.6,8.1,3.6
Senseless,6.0,4.5,0.6,7.8,3.6
Solace,7.8,4.4,2.4,5.9,3.6
Lady in the Water,5.5,4.9,2.5,6.3,3.6
That Awkward Moment,6.1,4.6,2.2,5.5,3.6
Death Sentence,6.2,6.0,2.0,7.9,3.6
Road House,5.6,6.9,9.2,6.7,3.6
Serena,6.4,2.3,1.6,5.2,3.6
Party Monster,7.2,7.5,2.9,6.6,3.6
Who Is Cletis Tout?,6.3,5.1,2.3,7.2,3.6
Captain Corelli's Mandolin,5.9,5.0,2.8,7.2,3.6
Buddy Boy,6.3,6.7,6.3,7.3,3.6
Alpha and Omega,5.1,4.1,1.9,5.7,3.6
College Road Trip,4.3,5.0,1.2,6.5,3.6
Dumb and Dumber To,5.6,3.5,3.0,5.6,3.6
I Am Number Four,6.1,5.7,3.3,6.0,3.6
What Happens in Vegas,7.0,3.7,2.5,5.7,3.6
